dimension1	dimension1 (2)	dimension2	medida
Comercio	G4772 Venta al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en comercios especiali	06 Chimborazo	0
Comercio	G4771 Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados.	06 Chimborazo	0
Comercio	G4764 Venta al por menor de juegos y juguetes en comercios especializados.	06 Chimborazo	nan
Comercio	G4763 Venta al por menor de equipo de deporte en comercios especializados.	06 Chimborazo	0
Comercio	G4762 Venta al por menor de grabaciones de música y de vídeo en comercios especializados.	06 Chimborazo	0
Comercio	G4761 Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.	06 Chimborazo	0
Comercio	G4759 Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres doméstico	06 Chimborazo	0
Comercio	G4753 Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados.	06 Chimborazo	0
Comercio	G4752 Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados.	06 Chimborazo	0
Comercio	G4751 Venta al por menor de productos textiles en comercios especializados.	06 Chimborazo	0
Comercio	G4742 Venta al por menor de equipo de sonido y vídeo en comercios especializados.	06 Chimborazo	0
Comercio	G4741 Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecomunicaciones en comerc	06 Chimborazo	0
Comercio	G4730 Venta al por menor de combustibles para vehículos automotores en comercios especializados.	06 Chimborazo	0
Comercio	G4722 Venta al por menor de bebidas en comercios especializados.	06 Chimborazo	0
Comercio	G4721 Venta al por menor de alimentos en comercios especializados.	06 Chimborazo	0
Comercio	G4719 Otras actividades de venta al por menor en comercios no especializados.	06 Chimborazo	0
Comercio	G4711 Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco.	06 Chimborazo	0
Comercio	G4690 Venta al por mayor de otros productos no especializado.	06 Chimborazo	0
Comercio	G4669 Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.	06 Chimborazo	0
Comercio	G4663 Venta al por mayor de materiales para la construcción, artículos de ferretería, equipo, materiales de fontanería (pl	06 Chimborazo	0
Comercio	G4662 Venta al por mayor de metales y minerales metalíferos.	06 Chimborazo	0
Comercio	G4661 Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos.	06 Chimborazo	0
Comercio	G4659 Venta al por mayor de otros tipos de maquinaria y equipo.	06 Chimborazo	0
Comercio	G4653 Venta al por mayor de maquinaria, equipo y materiales agropecuarios.	06 Chimborazo	0
Comercio	G4652 Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones.	06 Chimborazo	0
Comercio	G4651 Venta al por mayor de computadoras, equipo y programas informáticos.	06 Chimborazo	0
Comercio	G4649 Venta al por mayor de otros enseres domésticos.	06 Chimborazo	0
Comercio	G4641 Venta al por mayor de textiles, prendas de vestir y calzado.	06 Chimborazo	0
Comercio	G4630 Venta al por mayor de alimentos, bebidas y tabaco.	06 Chimborazo	2369,223
Comercio	G4620 Venta al por mayor de materias primas agropecuarias y animales vivos.	06 Chimborazo	0
Comercio	G4610 Venta al por mayor a cambio de una comisión o por contrato.	06 Chimborazo	0
Comercio	G4540 Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios.	06 Chimborazo	0
Comercio	G4530 Venta de partes, piezas y accesorios para vehículos automotores.	06 Chimborazo	0
Comercio	G4520 Mantenimiento y reparación de vehículos automotores.	06 Chimborazo	0
Comercio	G4510 Venta de vehículos automotores.	06 Chimborazo	0
Comercio	G4799 Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados.	07 El Oro	0
Comercio	G4791 Venta al por menor por correo y por internet.	07 El Oro	0
Comercio	G4789 Venta al por menor de otros productos en puestos de venta y mercados.	07 El Oro	0
Comercio	G4782 Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados.	07 El Oro	0
Comercio	G4781 Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados.	07 El Oro	0
Comercio	G4774 Venta al por menor de artículos de segunda mano en comercios especializados.	07 El Oro	0
Comercio	G4773 Venta al por menor de otros productos nuevos en comercios especializados.	07 El Oro	610,461
Comercio	G4772 Venta al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en comercios especiali	07 El Oro	0
Comercio	G4771 Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados.	07 El Oro	0
Comercio	G4764 Venta al por menor de juegos y juguetes en comercios especializados.	07 El Oro	0
Comercio	G4763 Venta al por menor de equipo de deporte en comercios especializados.	07 El Oro	0
Comercio	G4762 Venta al por menor de grabaciones de música y de vídeo en comercios especializados.	07 El Oro	nan
Comercio	G4761 Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.	07 El Oro	0
Comercio	G4759 Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres doméstico	07 El Oro	0
Comercio	G4753 Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados.	07 El Oro	0
Comercio	G4752 Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados.	07 El Oro	0
Comercio	G4751 Venta al por menor de productos textiles en comercios especializados.	07 El Oro	0
Comercio	G4742 Venta al por menor de equipo de sonido y vídeo en comercios especializados.	07 El Oro	0
Comercio	G4741 Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecomunicaciones en comerc	07 El Oro	0
Comercio	G4730 Venta al por menor de combustibles para vehículos automotores en comercios especializados.	07 El Oro	0
Comercio	G4722 Venta al por menor de bebidas en comercios especializados.	07 El Oro	0
Comercio	G4721 Venta al por menor de alimentos en comercios especializados.	07 El Oro	0
Comercio	G4719 Otras actividades de venta al por menor en comercios no especializados.	07 El Oro	0
Comercio	G4711 Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco.	07 El Oro	206,305
Comercio	G4690 Venta al por mayor de otros productos no especializado.	07 El Oro	0
Comercio	G4669 Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.	07 El Oro	194
Comercio	G4663 Venta al por mayor de materiales para la construcción, artículos de ferretería, equipo, materiales de fontanería (pl	07 El Oro	3
Comercio	G4662 Venta al por mayor de metales y minerales metalíferos.	07 El Oro	40916,103
Comercio	G4661 Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos.	07 El Oro	0
Comercio	G4659 Venta al por mayor de otros tipos de maquinaria y equipo.	07 El Oro	395,238
Comercio	G4653 Venta al por mayor de maquinaria, equipo y materiales agropecuarios.	07 El Oro	0
Comercio	G4652 Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones.	07 El Oro	0
Comercio	G4651 Venta al por mayor de computadoras, equipo y programas informáticos.	07 El Oro	0
Comercio	G4649 Venta al por mayor de otros enseres domésticos.	07 El Oro	0
Comercio	G4641 Venta al por mayor de textiles, prendas de vestir y calzado.	07 El Oro	0
Comercio	G4630 Venta al por mayor de alimentos, bebidas y tabaco.	07 El Oro	676125,388
Comercio	G4620 Venta al por mayor de materias primas agropecuarias y animales vivos.	07 El Oro	417,88
Comercio	G4610 Venta al por mayor a cambio de una comisión o por contrato.	07 El Oro	0
Comercio	G4540 Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios.	07 El Oro	0
Comercio	G4530 Venta de partes, piezas y accesorios para vehículos automotores.	07 El Oro	0
Comercio	G4520 Mantenimiento y reparación de vehículos automotores.	07 El Oro	0
Comercio	G4510 Venta de vehículos automotores.	07 El Oro	0
Comercio	G4799 Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados.	08 Esmeraldas	0
Comercio	G4791 Venta al por menor por correo y por internet.	08 Esmeraldas	0
Comercio	G4789 Venta al por menor de otros productos en puestos de venta y mercados.	08 Esmeraldas	nan
Comercio	G4782 Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados.	08 Esmeraldas	nan
Comercio	G4781 Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados.	08 Esmeraldas	0
Comercio	G4774 Venta al por menor de artículos de segunda mano en comercios especializados.	08 Esmeraldas	nan
Comercio	G4773 Venta al por menor de otros productos nuevos en comercios especializados.	08 Esmeraldas	2067,54
Comercio	G4772 Venta al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en comercios especiali	08 Esmeraldas	0
Comercio	G4771 Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados.	08 Esmeraldas	0
Comercio	G4764 Venta al por menor de juegos y juguetes en comercios especializados.	08 Esmeraldas	nan
Comercio	G4763 Venta al por menor de equipo de deporte en comercios especializados.	08 Esmeraldas	0
Comercio	G4762 Venta al por menor de grabaciones de música y de vídeo en comercios especializados.	08 Esmeraldas	nan
Comercio	G4761 Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.	08 Esmeraldas	0
Comercio	G4759 Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres doméstico	08 Esmeraldas	0
Comercio	G4753 Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados.	08 Esmeraldas	0
Comercio	G4752 Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados.	08 Esmeraldas	0
Comercio	G4751 Venta al por menor de productos textiles en comercios especializados.	08 Esmeraldas	0
Comercio	G4742 Venta al por menor de equipo de sonido y vídeo en comercios especializados.	08 Esmeraldas	0
Comercio	G4741 Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecomunicaciones en comerc	08 Esmeraldas	0
Comercio	G4730 Venta al por menor de combustibles para vehículos automotores en comercios especializados.	08 Esmeraldas	0
Comercio	G4722 Venta al por menor de bebidas en comercios especializados.	08 Esmeraldas	0
Comercio	G4721 Venta al por menor de alimentos en comercios especializados.	08 Esmeraldas	0
Comercio	G4719 Otras actividades de venta al por menor en comercios no especializados.	08 Esmeraldas	0
Comercio	G4711 Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco.	08 Esmeraldas	0
Comercio	G4690 Venta al por mayor de otros productos no especializado.	08 Esmeraldas	1087,086
Comercio	G4669 Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.	08 Esmeraldas	0
Comercio	G4663 Venta al por mayor de materiales para la construcción, artículos de ferretería, equipo, materiales de fontanería (pl	08 Esmeraldas	0
Comercio	G4662 Venta al por mayor de metales y minerales metalíferos.	08 Esmeraldas	0
Comercio	G4661 Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos.	08 Esmeraldas	0
